,run_id,glacier_id,start_date_str,end_date_str
282,Dehecq - CTL,RGI60-14.06822,2000-07-18,2013-05-19
283,Dehecq - CTL,RGI60-14.06823,2000-07-18,2013-05-19
284,Dehecq - CTL,RGI60-14.06824,2000-07-18,2013-05-19
285,Dehecq - CTL,RGI60-14.06825,2000-07-18,2013-05-19
286,Dehecq - CTL,RGI60-14.06826,2000-07-18,2013-05-19
287,Dehecq - CTL,RGI60-14.06827,2000-07-18,2013-05-19
288,Dehecq - CTL,RGI60-14.06828,2000-07-18,2013-05-19
289,Dehecq - CTL,RGI60-14.06829,2000-07-18,2013-05-19
290,Dehecq - CTL,RGI60-14.06830,2000-07-18,2013-05-19
291,Dehecq - CTL,RGI60-14.06831,2000-07-18,2013-05-19
292,Dehecq - CTL,RGI60-14.06832,2000-07-18,2013-05-19
293,Dehecq - CTL,RGI60-14.06833,2000-07-18,2013-05-19
294,Dehecq - CTL,RGI60-14.06834,2000-07-18,2013-05-19
295,Dehecq - CTL,RGI60-14.06835,2000-07-18,2013-05-19
296,Dehecq - CTL,RGI60-14.06836,2000-07-18,2013-05-19
297,Dehecq - CTL,RGI60-14.06837,2000-07-18,2013-05-19
298,Dehecq - CTL,RGI60-14.06838,2000-07-18,2013-05-19
299,Dehecq - CTL,RGI60-14.06839,2000-07-18,2013-05-19
300,Dehecq - CTL,RGI60-14.06840,2000-07-18,2013-05-19
301,Dehecq - CTL,RGI60-14.06841,2000-07-18,2013-05-19
302,Dehecq - CTL,RGI60-14.06842,2000-07-18,2013-05-19
303,Dehecq - CTL,RGI60-14.06843,2000-07-18,2013-05-19
304,Dehecq - CTL,RGI60-14.06844,2000-07-18,2013-05-19
305,Dehecq - CTL,RGI60-14.06845,2000-07-18,2013-05-19
306,Dehecq - CTL,RGI60-14.06846,2000-07-18,2013-05-19
307,Dehecq - CTL,RGI60-14.06847,2000-07-18,2013-05-19
308,Dehecq - CTL,RGI60-14.06848,2000-07-18,2013-05-19
309,Dehecq - CTL,RGI60-14.06849,2000-07-18,2013-05-19
310,Dehecq - CTL,RGI60-14.06850,2000-07-18,2013-05-19
311,Dehecq - CTL,RGI60-14.06851,2000-07-18,2013-05-19
312,Dehecq - CTL,RGI60-14.06852,2000-07-18,2013-05-19
313,Dehecq - CTL,RGI60-14.06853,2000-07-18,2013-05-19
314,Dehecq - CTL,RGI60-14.06854,2000-07-18,2013-05-19
315,Dehecq - CTL,RGI60-14.06855,2000-07-18,2013-05-19
316,Dehecq - CTL,RGI60-14.06864,2000-07-18,2013-05-19
317,Dehecq - CTL,RGI60-14.06888,2000-07-18,2013-05-19
318,Dehecq - CTL,RGI60-14.06922,2000-07-18,2013-05-19
319,Dehecq - CTL,RGI60-14.06957,2000-07-18,2013-05-19
320,Dehecq - CTL,RGI60-14.06958,2000-07-18,2013-05-19
321,Dehecq - CTL,RGI60-14.06959,2000-07-18,2013-05-19
322,Dehecq - CTL,RGI60-14.07004,2000-07-18,2013-05-19
323,Dehecq - CTL,RGI60-14.07005,2000-07-18,2013-05-19
324,Dehecq - CTL,RGI60-14.07006,2000-07-18,2013-05-19
325,Dehecq - CTL,RGI60-14.07087,2000-07-18,2013-05-19
326,Dehecq - CTL,RGI60-14.07343,2000-07-18,2013-05-19
327,Dehecq - CTL,RGI60-14.09954,2000-07-18,2013-05-19
328,Dehecq - CTL,RGI60-14.10058,2000-07-18,2013-05-19
329,Dehecq - CTL,RGI60-14.10059,2000-07-18,2013-05-19
330,Dehecq - CTL,RGI60-14.10060,2000-07-18,2013-05-19
331,Dehecq - CTL,RGI60-14.10061,2000-07-18,2013-05-19
332,Dehecq - CTL,RGI60-14.10062,2000-07-18,2013-05-19
333,Dehecq - CTL,RGI60-14.10063,2000-07-18,2013-05-19
334,Dehecq - CTL,RGI60-14.10064,2000-07-18,2013-05-19
335,Dehecq - CTL,RGI60-14.10065,2000-07-18,2013-05-19
336,Dehecq - CTL,RGI60-14.10066,2000-07-18,2013-05-19
337,Dehecq - CTL,RGI60-14.10067,2000-07-18,2013-05-19
338,Dehecq - CTL,RGI60-14.10068,2000-07-18,2013-05-19
339,Dehecq - CTL,RGI60-14.10069,2000-07-18,2013-05-19
340,Dehecq - CTL,RGI60-14.10070,2000-07-18,2013-05-19
341,Dehecq - CTL,RGI60-14.10071,2000-07-18,2013-05-19
342,Dehecq - CTL,RGI60-14.10072,2000-07-18,2013-05-19
343,Dehecq - CTL,RGI60-14.10073,2000-07-18,2013-05-19
344,Dehecq - CTL,RGI60-14.10074,2000-07-18,2013-05-19
345,Dehecq - CTL,RGI60-14.10075,2000-07-18,2013-05-19
346,Dehecq - CTL,RGI60-14.10076,2000-07-18,2013-05-19
347,Dehecq - CTL,RGI60-14.10077,2000-07-18,2013-05-19
348,Dehecq - CTL,RGI60-14.10078,2000-07-18,2013-05-19
349,Dehecq - CTL,RGI60-14.10079,2000-07-18,2013-05-19
350,Dehecq - CTL,RGI60-14.10080,2000-07-18,2013-05-19
351,Dehecq - CTL,RGI60-14.10081,2000-07-18,2013-05-19
352,Dehecq - CTL,RGI60-14.10082,2000-07-18,2013-05-19
353,Dehecq - CTL,RGI60-14.10083,2000-07-18,2013-05-19
354,Dehecq - CTL,RGI60-14.10084,2000-07-18,2013-05-19
355,Dehecq - CTL,RGI60-14.10085,2000-07-18,2013-05-19
356,Dehecq - CTL,RGI60-14.10086,2000-07-18,2013-05-19
357,Dehecq - CTL,RGI60-14.10087,2000-07-18,2013-05-19
358,Dehecq - CTL,RGI60-14.10088,2000-07-18,2013-05-19
359,Dehecq - CTL,RGI60-14.10089,2000-07-18,2013-05-19
360,Dehecq - CTL,RGI60-14.10090,2000-07-18,2013-05-19
361,Dehecq - CTL,RGI60-14.10091,2000-07-18,2013-05-19
362,Dehecq - CTL,RGI60-14.10092,2000-07-18,2013-05-19
363,Dehecq - CTL,RGI60-14.10093,2000-07-18,2013-05-19
364,Dehecq - CTL,RGI60-14.10094,2000-07-18,2013-05-19
365,Dehecq - CTL,RGI60-14.10095,2000-07-18,2013-05-19
366,Dehecq - CTL,RGI60-14.10096,2000-07-18,2013-05-19
367,Dehecq - CTL,RGI60-14.10097,2000-07-18,2013-05-19
368,Dehecq - CTL,RGI60-14.10098,2000-07-18,2013-05-19
369,Dehecq - CTL,RGI60-14.10099,2000-07-18,2013-05-19
370,Dehecq - CTL,RGI60-14.10100,2000-07-18,2013-05-19
371,Dehecq - CTL,RGI60-14.10101,2000-07-18,2013-05-19
372,Dehecq - CTL,RGI60-14.10549,2000-07-18,2013-05-19
373,Dehecq - CTL,RGI60-14.10550,2000-07-18,2013-05-19
374,Dehecq - CTL,RGI60-14.10551,2000-07-18,2013-05-19
375,Dehecq - CTL,RGI60-14.05944,2000-07-18,2021-06-10
376,Dehecq - CTL,RGI60-14.05963,2000-07-18,2021-06-10
377,Dehecq - CTL,RGI60-14.06629,2000-07-18,2021-06-10
378,Dehecq - CTL,RGI60-14.06794,2000-07-18,2021-06-10
379,Dehecq - CTL,RGI60-14.06796,2000-07-18,2021-06-10
380,Dehecq - CTL,RGI60-14.06797,2000-07-18,2021-06-10
381,Dehecq - CTL,RGI60-14.06798,2000-07-18,2021-06-10
382,Dehecq - CTL,RGI60-14.06799,2000-07-18,2021-06-10
383,Dehecq - CTL,RGI60-14.06800,2000-07-18,2021-06-10
